gaze_x_median_px,gaze_y_median_px,gaze_azimuth_median_deg,gaze_elevation_median_deg,total_number_of_gaze_coordinates,total_number_of_fixations,fixations_duration_ms_median,fixations_fixation_x_px_median,fixations_fixation_y_px_median,fixations_azimuth_deg_median,fixations_elevation_deg_median,total_number_of_saccades,saccades_duration_ms_median,saccades_amplitude_px_median,saccades_amplitude_deg_median,saccades_mean_velocity_px/s_median,saccades_peak_velocity_px/s_median,total_number_of_blinks,blinks_duration_median_ms,segment_name,total_duration_of_segment_ms,3d_eye_states_timestamp_ns_median,3d_eye_states_pupil_diameter_left_mm_median,3d_eye_states_pupil_diameter_right_mm_median,3d_eye_states_eyeball_center_left_x_mm_median,3d_eye_states_eyeball_center_left_y_mm_median,3d_eye_states_eyeball_center_left_z_mm_median,3d_eye_states_eyeball_center_right_x_mm_median,3d_eye_states_eyeball_center_right_y_mm_median,3d_eye_states_eyeball_center_right_z_mm_median,3d_eye_states_optical_axis_left_x_median,3d_eye_states_optical_axis_left_y_median,3d_eye_states_optical_axis_left_z_median,3d_eye_states_optical_axis_right_x_median,3d_eye_states_optical_axis_right_y_median,3d_eye_states_optical_axis_right_z_median,3d_eye_states_eyelid_angle_top_left_rad_median,3d_eye_states_eyelid_angle_bottom_left_rad_median,3d_eye_states_eyelid_aperture_left_mm_median,3d_eye_states_eyelid_angle_top_right_rad_median,3d_eye_states_eyelid_angle_bottom_right_rad_median,3d_eye_states_eyelid_aperture_right_mm_median,label,recording_id
874.5219999999999,608.9855,3.912056178605821,0.2121911098065311,130,3,150.0,875.318,622.556,3.9635353486250935,-0.6647823685121946,3,55.0,190.38758850097656,12.302509307861328,3525.12158203125,6367.57080078125,0,0.0,27_L_pressed,645.508,17591864055.0,3.27325,3.0206,-31.0,17.32815,-37.9062,32.0312,17.9688,-37.9688,0.13705,0.0532,0.98845,0.00975,0.0522,0.99735,0.2976,-0.4817,8.57395,0.2727,-0.41015,7.46005,1,orestis_10-39f0de63
828.739,972.8435,1.0001873313923575,-23.22174067869739,154,3,190.0,829.706,981.757,1.06788355499221,-23.79388553747025,2,47.5,240.1066551208496,15.395718574523926,4287.879821777344,7338.511901855469,0,0.0,28_r_pressed,770.762,18307499555.0,3.5268,3.15195,-31.1875,16.7188,-38.0625,31.8594,17.32815,-37.75,0.1236,0.39605,0.9065,-0.0228,0.3929,0.91945,-0.0837499999999999,-0.7726999999999999,8.14505,-0.0764,-0.71335,7.6358,1,orestis_10-39f0de63
725.954,553.39,-5.699687112895186,3.8042176705784807,117,2,252.5,727.8555,552.9780000000001,-5.577303199839212,3.828864998784723,2,92.5,230.4235610961914,14.847964823246002,2483.0997314453125,5224.18017578125,1,195.0,29_%_pressed,580.503,18985629055.0,3.4487,3.1731,-31.125,17.3125,-38.625,31.9531,18.125,-38.125,-0.0073,-0.0054,0.9997,-0.0969,-0.0132,0.9949,0.2778,-0.4604,8.1784,0.3191,-0.3911,7.8445,1,orestis_10-39f0de63
910.4045,638.5825,6.259337941145015,-1.6971015044796314,132,3,120.0,871.097,977.776,3.890967659195141,-23.531512919473865,3,50.0,241.770736694336,15.613152503967283,4874.58544921875,8318.56640625,0,0.0,30_qm_pressed,660.633,19608761055.0,3.5498,3.18415,-31.0938,17.28125,-37.75,31.9375,17.90625,-38.25,0.178,0.0698,0.9752,0.06055,0.0698,0.9935,0.244,-0.50075,8.142199999999999,0.2133499999999999,-0.4106499999999999,7.11725,1,orestis_10-39f0de63
718.5260000000001,441.577,-6.387796930431748,11.01548451012854,412,4,410.5,723.937,370.073,-5.9722682245853616,15.605680131916028,4,62.5,78.99312973022461,5.027521848678589,3011.654663085937,4955.705078125,1,240.0,31_submit_pressed,2056.885,20975026055.0,3.1566,2.9379,-30.9062,17.5625,-38.25,32.1562,18.4375,-38.0,-0.0387,-0.1334,0.99025,-0.10885,-0.1392,0.9839,0.40575,-0.3517,8.7869,0.43005,-0.2877,8.089649999999999,1,orestis_10-39f0de63
680.482,450.2245,-8.70948751337702,10.43230260094787,678,7,210.0,687.488,679.023,-8.191665856293083,-4.301036574621882,7,45.0,212.9053955078125,13.620439529418944,4180.859375,7800.54638671875,1,235.0,01_E_pressed,3393.158,2497127712.0,3.5865,3.5571,-30.75,17.5,-39.7812,32.2812,18.4062,-38.9375,-0.07105,-0.1203,0.9818,-0.1528499999999999,-0.131,0.97165,0.4543,-0.356,8.9274,0.501,-0.27415,8.561499999999999,1,orestis_11-91bbf260
767.6485,696.895,-3.007463246020457,-5.470726638031971,36,1,195.0,766.98,701.075,-3.050170387024994,-5.7404346712159375,1,70.0,399.0866088867188,25.72003936767578,5017.84765625,7969.02490234375,0,0.0,02_y_pressed,180.126,4283895712.0,3.4331,3.32745,-31.0,16.7344,-39.7656,32.0625,17.25,-38.625,0.03005,0.16,0.984,-0.0819999999999999,0.1561,0.9824,0.2378,-0.5603,8.826450000000001,0.2348,-0.4933,8.0823,1,orestis_11-91bbf260
707.5105000000001,312.14200000000005,-7.140816377058367,19.314458146003293,20,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,03_e_pressed,95.124,4429021712.0,3.73715,3.79965,-30.6875,17.8438,-40.17185,32.3125,18.7812,-39.4375,-0.0534,-0.24175,0.9688,-0.13075,-0.2498,0.9592,0.66625,-0.2649,10.34105,0.6487,-0.15775,8.86765,1,orestis_11-91bbf260
691.553,356.477,-8.142307257394087,16.440308351141116,137,3,135.0,688.149,344.315,-8.375462525129612,17.230702966467554,3,30.0,42.9122428894043,2.7417633533477783,1465.5269775390625,1757.685546875,0,0.0,04_T_pressed,680.629,4821900712.0,3.6802,3.5865,-30.7812,17.6875,-40.0,32.25,18.6875,-39.0,-0.064,-0.2156,0.9736,-0.1457,-0.2261,0.9628,0.6226,-0.2949,10.0386,0.6392,-0.1746,8.8684,1,orestis_11-91bbf260
700.476,672.479,-7.348980480219624,-3.882192439186477,73,1,536.0,709.955,683.685,-6.739744920251953,-4.607151096252744,1,75.0,429.9320373535156,27.63827133178711,5473.68017578125,10140.6142578125,0,0.0,05_r_pressed,360.379,5347280712.0,3.4193,3.4046,-30.9062,17.0625,-39.875,32.1562,17.5625,-38.625,-0.048,0.1232,0.9908,-0.1514,0.1135,0.982,0.2883,-0.5054,8.7227,0.2825,-0.4919,8.5077,1,orestis_11-91bbf260
669.96,258.364,-9.808891635812746,22.70833313039287,14,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,06_a_pressed,64.988,5565032712.0,3.6508,3.63245,-30.5938,17.82815,-40.25,32.4375,18.9062,-39.28125,-0.08495,-0.29065,0.9524,-0.1631,-0.29905,0.9403,0.7162999999999999,-0.2376,10.57325,0.6982,-0.10725,8.9801,1,orestis_11-91bbf260
688.686,308.269,-8.425521264640453,19.53968632192255,111,2,197.5,679.3335,280.1185,-9.117267166477752,21.32858338553545,2,47.5,245.35573768615723,15.801040887832642,4169.3568115234375,7255.3828125,0,0.0,07_c_pressed,550.505,5877785712.0,3.5442,3.5553,-30.7812,17.9375,-39.9375,32.25,18.875,-39.1875,-0.0594,-0.2488,0.9666,-0.131,-0.2573,0.9574,0.6982,-0.2661,10.6296,0.6655,-0.1449,8.89,1,orestis_11-91bbf260
754.477,691.922,-3.857825910055332,-5.146716784135162,25,1,160.0,841.578,686.034,1.7861942314867156,-4.769952341044603,1,45.0,97.40745544433594,6.288849830627441,2275.14794921875,3528.924560546875,0,0.0,08_k_pressed,120.126,6218164712.0,3.434,3.4671,-31.0,16.9062,-39.8125,32.0625,17.4375,-38.8438,0.0266,0.1435,0.9875,-0.0998,0.1377,0.9858,0.2571,-0.541,8.8094,0.2585,-0.5,8.3409,1,orestis_11-91bbf260
749.56,691.294,-4.17789068261472,-5.105999425514453,24,1,175.0,750.549,692.036,-4.1132126097030985,-5.154209350871718,0,0.0,0.0,0.0,0.0,0.0,0,0.0,09_i_pressed,115.136,6340790712.0,3.3743,3.4092,-30.9688,17.10935,-39.5625,32.0625,17.54685,-38.625,0.02515,0.13435,0.9907,-0.10105,0.12805,0.98595,0.27965,-0.5144,8.741150000000001,0.27745,-0.49855,8.50665,1,orestis_11-91bbf260
713.608,321.041,-6.73476561711356,18.745611208618616,21,0,0.0,0.0,0.0,0.0,0.0,1,70.0,377.1665649414063,24.3046989440918,5413.73779296875,9253.74609375,0,0.0,10_n_pressed,100.126,6453416712.0,3.5167,3.6196,-30.7812,17.625,-40.25,32.25,18.625,-39.4375,-0.026,-0.2289,0.9726,-0.1324,-0.2365,0.9618,0.5703,-0.2917,9.3708,0.6089,-0.1807,8.6729,1,orestis_11-91bbf260
713.043,306.1695,-6.78510198431573,19.70293580139613,18,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,11_g_pressed,84.998,6550918212.0,3.55615,3.70135,-30.75,17.95315,-40.0625,32.2656,19.0,-39.2656,-0.0421,-0.2545,0.96615,-0.1245,-0.262,0.95725,0.7003999999999999,-0.2692,10.73895,0.6677500000000001,-0.13065,8.80335,1,orestis_11-91bbf260
711.395,633.15,-6.900106548907903,-1.3469115098674866,193,3,260.0,711.739,636.347,-6.870672032369603,-1.5453471000302423,3,55.0,295.0525207519531,19.044681549072266,5013.2412109375,9430.8857421875,0,0.0,12_2_pressed,960.885,7078922712.0,3.2999,3.355,-30.875,17.1875,-39.8125,32.1562,17.8125,-38.9375,-0.0412,0.0668,0.9782,-0.1292,0.0649,0.9744,0.323,-0.4873,9.0095,0.3149,-0.4397,8.7709,1,orestis_11-91bbf260
730.783,620.702,-5.380615308189831,-0.5445668437088884,35,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,13_0_pressed,170.126,7649428712.0,3.1676,3.2227,-31.0625,17.2188,-39.625,32.0312,17.8125,-38.8125,-0.0024,0.0668,0.9977,-0.1066,0.059,0.9925,0.3342,-0.4824,8.9574,0.3159,-0.4392,8.3222,1,orestis_11-91bbf260
709.8164999999999,625.1575,-6.735903880594076,-0.8314661091467015,42,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,14_2_pressed,205.134,7842180212.0,3.3412,3.3504,-30.9375,17.125,-39.6875,32.1094,17.7812,-38.8125,-0.037,0.0698,0.99655,-0.1268,0.061,0.98985,0.32945,-0.495,9.0639,0.3186,-0.4479999999999999,8.44835,1,orestis_11-91bbf260
716.9215,576.047,-6.295711384385283,2.3367708426836016,42,1,521.0,720.395,622.494,-6.052136252093681,-0.660028036378936,1,60.0,335.2479553222656,21.57215690612793,5673.35791015625,9367.1767578125,0,0.0,15_5_pressed,205.127,8052307212.0,3.6067,3.5626,-30.7812,17.20315,-39.8594,32.25,17.89065,-39.0156,-0.02155,0.01515,0.9952,-0.12525,0.0072999999999999,0.9869,0.3882,-0.4568,9.224799999999998,0.35585,-0.39955,8.5254,1,orestis_11-91bbf260
732.059,547.3255,-5.49038010044547,4.15783453029495,344,5,325.0,737.027,606.365,-5.178035908832101,0.3786719063957211,5,35.0,87.12027740478516,5.532135963439941,2506.318603515625,3416.531494140625,0,0.0,16_a_pressed,1721.641,9023196212.0,3.513,3.46065,-30.8125,17.375,-40.0,32.1875,18.1875,-38.8125,-0.0204,-0.0103,0.97075,-0.12735,-0.0239,0.9605,0.36315,-0.4165,8.54515,0.39575,-0.3611,8.22825,1,orestis_11-91bbf260
897.07,538.313,5.391052554861321,4.767489637729893,137,3,175.0,901.16,525.131,5.653550833612513,5.610042885797069,3,55.0,316.4478759765625,20.376426696777344,5105.71728515625,9811.7333984375,0,0.0,17_P_pressed,680.631,10226828712.0,3.4358,3.4744,-30.9688,17.3125,-39.25,32.0625,17.875,-39.3438,0.1725,-0.0151,0.9742,0.0454,-0.0161,0.9921,0.3733,-0.4304,8.6863,0.3298,-0.373,7.892,1,orestis_11-91bbf260
675.46,484.9065,-9.01574955670804,8.195896211125365,156,1,265.0,767.49,965.012,-3.1707989729640618,-22.72291512329149,1,155.0,490.9029541015625,31.54543876647949,5130.27392578125,11208.841796875,1,235.0,18_$_pressed,775.758,10960085712.0,3.4028,3.3881,-30.8125,17.3438,-40.21875,32.2188,18.2812,-39.0625,-0.07255,-0.0581,0.99485,-0.1596,-0.0668,0.98395,0.39465,-0.411,8.8779,0.44175,-0.3347,8.548449999999999,1,orestis_11-91bbf260
783.879,569.505,-2.0388083368565484,2.765457770760883,183,3,240.0,726.103,547.504,-5.692534918218475,4.181836921586026,3,40.0,147.38693237304688,9.514976501464844,3686.27734375,5243.111328125,0,0.0,19_n_pressed,915.759,11808343712.0,3.5461,3.5387,-30.9375,17.3438,-39.5312,32.0938,17.9375,-38.9688,0.0644,0.0132,0.9955,-0.0844,0.0073,0.9889,0.3752,-0.4548,8.9227,0.3323,-0.405,8.2034,1,orestis_11-91bbf260
711.52,522.7435,-6.653553472053762,5.77547061115671,124,3,190.0,711.001,525.425,-6.696981982724528,5.6016354299286775,3,50.0,244.5033416748047,15.736419677734377,4291.98681640625,8123.2978515625,1,185.0,20_F_pressed,615.625,12581601712.0,3.3495,3.35685,-30.9375,17.54685,-39.9375,32.125,18.3125,-39.0625,-0.0277,-0.0483,0.9972,-0.13165,-0.0571,0.9886,0.423,-0.4059,9.094,0.402,-0.34045,8.1782,1,orestis_11-91bbf260
